route_id,airline,origin_iata,destination_iata,origin_airport,destination_airport,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,region,distance_km,route_type,summer_2026_status,route_scope,data_note
QR-DOH-TAS,Qatar Airways,DOH,TAS,Hamad International Airport,Tashkent International Airport,Doha,Tashkent,QA,UZ,25.273056,51.608056,41.2579,69.281197,Caucasus & Central Asia,2411,Short-haul,Returning / announced (2026-06-16),Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-TBS,Qatar Airways,DOH,TBS,Hamad International Airport,Tbilisi International Airport,Doha,Tbilisi,QA,GE,25.273056,51.608056,41.669201,44.9547,Caucasus & Central Asia,1923,Short-haul,Returning / announced (2026-06-16),Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-TFU,Qatar Airways,DOH,TFU,Hamad International Airport,Chengdu Tianfu International Airport,Doha,Chengdu (Jianyang),QA,CN,25.273056,51.608056,30.31252,104.441284,Asia-Pacific,5182,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-TRV,Qatar Airways,DOH,TRV,Hamad International Airport,Thiruvananthapuram International Airport,Doha,Thiruvananthapuram,QA,IN,25.273056,51.608056,8.481889,76.920029,Asia-Pacific,3265,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-TUN,Qatar Airways,DOH,TUN,Hamad International Airport,Tunis Carthage International Airport,Doha,Tunis,QA,TN,25.273056,51.608056,36.851002,10.2272,Africa,4110,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-TZX,Qatar Airways,DOH,TZX,Hamad International Airport,Trabzon International Airport,Doha,Trabzon,QA,TR,25.273056,51.608056,40.995098,39.7897,Europe,2061,Short-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-ULH,Qatar Airways,DOH,ULH,Hamad International Airport,Al-Ula International Airport,Doha,Al-Ula,QA,SA,25.273056,51.608056,26.483634,38.117048,Middle East,1356,Short-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-VIE,Qatar Airways,DOH,VIE,Hamad International Airport,Vienna International Airport,Doha,Vienna,QA,AT,25.273056,51.608056,48.110298,16.5697,Europe,3969,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-WAW,Qatar Airways,DOH,WAW,Hamad International Airport,Warsaw Chopin Airport,Doha,Warsaw,QA,PL,25.273056,51.608056,52.165699,20.9671,Europe,3944,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-YUL,Qatar Airways,DOH,YUL,Hamad International Airport,Montreal / Pierre Elliott Trudeau International Airport,Doha,Montréal,QA,CA,25.273056,51.608056,45.467837,-73.742294,Americas,10407,Long-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-YYZ,Qatar Airways,DOH,YYZ,Hamad International Airport,Toronto Pearson International Airport,Doha,Toronto,QA,CA,25.273056,51.608056,43.675935,-79.629421,Americas,10879,Long-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-ZAG,Qatar Airways,DOH,ZAG,Hamad International Airport,Zagreb Franjo Tuđman International Airport,Doha,Velika Gorica,QA,HR,25.273056,51.608056,45.742901,16.0688,Europe,3890,Medium-haul,Returning / announced (2026-06-16),Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
QR-DOH-ZRH,Qatar Airways,DOH,ZRH,Hamad International Airport,Zürich Airport,Doha,Zurich,QA,CH,25.273056,51.608056,47.458056,8.548056,Europe,4495,Medium-haul,On official Apr-2026 network map,Qatar Airways network destination from Doha,Airport geography from OurAirports; network membership based on Qatar Airways official Apr-2026 network map plus Summer 2026 destination announcements.
